administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
0.0,0.0,0,0.0,3.0,11.0,0.0,0.05,0.0,May,Windows,Mozilla Firefox,Western Europe,Direct Traffic,Returning_Visitor,False,False
,578.9535339,4,686.0,50.0,2729.0,0.0011,0.014,39.5,May,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,True
0.0,,0,0.0,4.0,152.0,0.0667,0.096,0.0,Dec,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
4.0,178.6,0,0.0,3.0,223.0,0.0,0.011,0.0,Sep,Android,Google Chrome,South America,Instagram Page,New_Visitor,False,False
4.0,35.5,0,0.0,15.0,634.0,0.0,0.007,0.0,Sep,iOS,Safari,North America,Google search,New_Visitor,True,False
12.0,187.1666667,4,189.5,176.0,8985.0,0.0034,0.013,4.1,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,84.0,643.0,0.0041,0.004,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,37.0,2068.0,0.0308,0.064,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,243.0,0.0657,0.103,0.0,Mar,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
1.0,7.0,1,46.5,28.0,342.0,0.0181,0.025,0.0,Dec,MACOS,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,197.0,0.025,0.067,0.0,Dec,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,1013.0,0.02,0.047,0.0,Mar,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,,0,0.0,14.0,650.0,0.0,0.058,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.0,30.0,0,0.0,12.0,1820.0,0.0325,0.054,0.0,Mar,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,123.0,0.0,0.04,0.0,May,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,26.0,1952.0,0.0,0.022,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
4.0,16.0,0,0.0,16.0,197.0,0.0,0.007,0.0,Dec,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,3,95.2,127.0,8748.0,0.0053,0.015,2.4,Nov,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,True
8.0,219.4166667,2,107.5,67.0,2551.0,0.001,0.01,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,10.0,144.0,0.0,0.017,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
7.0,375.2292114,0,0.0,185.0,4288.0,0.0024,0.006,0.4,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
0.0,0.0,0,0.0,12.0,268.0,0.0,0.022,0.0,Nov,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,538.0,0.0,0.04,55.2,Dec,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
1.0,114.5833333,0,,24.0,442.0,0.0194,0.021,23.7,Oct,Android,Google Chrome,South America,Bing search,Returning_Visitor,False,True
0.0,0.0,0,0.0,25.0,732.0,0.0182,0.044,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,49.0,305.0,0.0,0.018,0.0,Aug,iOS,Google Chrome,South America,Google search,Returning_Visitor,False,False
0.0,0.0,1,7.0,47.0,2118.0,0.0024,0.033,0.0,Nov,MACOS,Safari,Asia,Google search,Returning_Visitor,True,False
6.0,620.9,0,0.0,34.0,336.0,0.0,0.003,0.0,Aug,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
,,1,0.0,26.0,2044.0,0.0081,0.02,20.9,Dec,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
4.0,63.5,0,0.0,3.0,96.0,0.0,0.05,0.0,Mar,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Nov,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
8.0,135.8833333,0,0.0,12.0,496.0,0.0,0.01,0.0,Oct,Windows,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
1.0,3.0,0,0.0,19.0,1189.0,0.0,0.031,12.3,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,True,True
0.0,0.0,0,0.0,5.0,145.0,0.04,0.06,0.0,May,Android,Google Chrome,Northern Africa,Twitter,Returning_Visitor,False,False
,257.5,1,24.0,40.0,1325.0,0.0,0.018,0.0,May,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
3.0,36.5,0,0.0,5.0,56.0,0.0,0.021,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
4.0,169.875,0,0.0,61.0,4103.0,0.0063,0.03,3.1,Nov,Windows,Google Chrome,South America,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0,0.0,29.0,913.0,0.0112,0.036,0.0,Nov,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
3.0,72.625,0,0.0,28.0,5079.0,0.01,0.04,0.0,Feb,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,8.0,371.0,0.0,0.006,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,19.0,457.0,0.0228,0.061,0.0,Nov,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
4.0,119.5,0,0.0,34.0,2401.0,0.0025,0.011,0.0,May,MACOS,Samsung Internet,Western Europe,Twitter,Returning_Visitor,False,False
5.0,,0,0.0,55.0,2944.0,0.0029,0.026,0.0,Nov,Android,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
0.0,0.0,2,42.4,11.0,200.0,0.0,0.045,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,439.0,0.0,0.017,0.0,Dec,Ubuntu,Safari,North America,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,27.0,0.0,0.08,0.0,May,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
0.0,0.0,0,0.0,10.0,253.0,0.02,0.037,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,13.0,655.0,0.0,0.01,0.0,Mar,Android,Android,Western Europe,Google search,Returning_Visitor,True,False
4.0,324.4,0,0.0,26.0,769.0,0.0,0.021,0.0,Sep,MACOS,Samsung Internet,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,,632.0,0.0,0.0,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
2.0,48.3,0,0.0,4.0,39.0,0.0889,0.188,0.0,Oct,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
6.0,101.2266667,1,25.5,11.0,2178.0,0.0,0.015,11.7,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
8.0,57.75,0,0.0,77.0,4878.0,0.0043,0.026,11.5,Aug,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,38.0,857.0,0.0,0.019,0.0,May,iOS,Google Chrome,Asia,Bing search,New_Visitor,True,False
0.0,0.0,2,143.0,10.0,424.0,0.0,0.038,31.9,Nov,MACOS,Safari,Western Europe,Google search,New_Visitor,False,True
3.0,156.0,0,0.0,47.0,1621.0,0.0115,0.027,0.0,Jul,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,13.0,365.0,0.0,0.005,0.0,Jul,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,42.0,1105.0,0.0,0.017,0.0,Aug,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,33.0,0.0,0.05,0.0,May,Windows,Microsoft Edge,South America,Instagram ads,Returning_Visitor,False,False
0.0,,0,0.0,5.0,25.0,0.04,0.12,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
1.0,5.25,0,0.0,67.0,2280.0,0.0,0.025,9.1,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
1.0,16.0,0,0.0,19.0,474.0,0.0,0.007,72.5,Mar,Android,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,True,True
2.0,22.6,0,0.0,27.0,1075.0,0.0057,0.024,0.0,June,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,10.0,402.0,0.0,0.035,0.0,Feb,MACOS,Safari,North America,Bing search,Returning_Visitor,True,False
5.0,34.0,0,,15.0,733.0,0.0,0.004,0.0,May,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
2.0,66.5,0,0.0,3.0,72.0,0.1,0.107,0.0,Nov,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,226.0,0.0,0.04,0.0,Dec,Windows,Google Chrome,South America,Google search,Returning_Visitor,True,False
3.0,116.0,0,0.0,9.0,354.0,0.0,0.009,0.0,May,Windows,Google Chrome,Africa,Bing search,New_Visitor,False,False
0.0,0.0,0,0.0,5.0,96.0,0.05,0.067,0.0,May,MACOS,Safari,Asia,Facebook ads,Returning_Visitor,False,False
2.0,42.25,0,0.0,37.0,1878.0,0.0,0.015,3.3,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,,0,0.0,2.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,2,0.0,36.0,367.0,0.0,0.001,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,May,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,1425.0,0.03,0.07,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,16.0,116.0,0.0,0.013,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,20.0,634.0,0.0,0.003,82.3,Nov,MACOS,Google Chrome,North America,Affiliate marketing,Returning_Visitor,True,True
4.0,294.4666667,0,0.0,37.0,1031.0,0.0043,0.017,15.6,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,109.0,0.0,0.05,0.0,Nov,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,197.0,0.0,0.022,0.0,Nov,Windows,Microsoft Edge,South America,Facebook ads,Returning_Visitor,False,False
4.0,53.15833333,1,9.0,,4818.0,0.0,0.004,0.0,May,Windows,Google Chrome,North America,Tik Tok page,Returning_Visitor,False,True
6.0,91.46666667,0,0.0,31.0,1575.0,0.0195,0.02,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1.0,7.0,0,0.0,2.0,87.0,0.0,0.1,0.0,Nov,Android,Google Chrome,Africa,Youtube channel,Returning_Visitor,False,False
4.0,54.0,0,0.0,6.0,98.0,0.05,0.1,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
2.0,84.0,0,0.0,8.0,163.0,0.0,0.013,6.3,May,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,True,False
3.0,367.5,0,0.0,16.0,562.0,0.0,0.011,8.8,Nov,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,True
2.0,6.0,0,0.0,22.0,1570.0,0.0102,0.057,14.7,Dec,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
2.0,130.3,0,0.0,17.0,839.0,0.0,0.031,0.0,May,Windows,Google Chrome,Western Europe,Twitter,New_Visitor,False,False
2.0,,0,0.0,0.0,0.0,0.0,0.067,0.0,Feb,Android,Android,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,22.0,1144.0,0.0449,0.072,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
3.0,134.8,0,0.0,10.0,104.0,0.0,0.014,0.0,Sep,Windows,Google Chrome,Africa,Google search,New_Visitor,False,False
7.0,155.25,0,0.0,21.0,1081.0,0.0161,0.067,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
3.0,25.0,0,0.0,3.0,235.0,0.0,0.01,0.0,Dec,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
2.0,87.54,0,0.0,9.0,212.0,0.0212,0.014,0.0,Mar,MACOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,22.0,397.0,0.076,0.062,0.0,Sep,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1.0,3.0,0,0.0,21.0,314.0,0.0205,0.03,0.0,May,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,8.0,212.0,0.0867,0.114,0.0,May,Windows,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,False,False
1.0,26.0,1,0.0,11.0,308.0,0.0286,0.057,0.0,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
1.0,20.0,0,0.0,19.0,2777.0,0.0,0.027,16.2,May,Windows,Microsoft Edge,North America,Google search,New_Visitor,True,True
2.0,119.6,0,0.0,22.0,1373.0,0.0,0.018,0.0,Sep,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
3.0,71.1,0,,9.0,465.0,0.0,0.012,0.0,Jul,MACOS,Safari,Asia,Google search,Returning_Visitor,True,True
,305.0,1,12.0,15.0,149.0,0.0133,0.037,19.0,Mar,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,,0,0.0,1.0,0.0,0.2,0.2,0.0,May,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
1.0,93.0,0,0.0,,580.0,0.0,0.012,0.0,Nov,MACOS,Safari,North America,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,May,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
9.0,240.75,0,0.0,7.0,211.0,0.0667,0.108,0.0,Sep,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
1.0,14.0,0,0.0,38.0,1635.0,0.0207,0.03,0.0,Jul,iOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,103.0,0.0154,0.026,0.0,Mar,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,63.0,903.0,0.0,0.014,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,43.0,0.1,0.12,0.0,May,Android,Google Chrome,South America,Youtube ads,New_Visitor,False,False
1.0,22.0,1,157.5,24.0,502.0,0.009,0.021,0.0,Mar,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
8.0,254.1666667,2,61.6,485.0,6622.0,0.0109,0.03,2.2,Oct,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,106.0,0.0,0.005,0.0,Mar,Android,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
4.0,71.5,2,800.1666667,16.0,283.0,0.0,0.011,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,True,False
0.0,0.0,0,0.0,36.0,271.0,0.0287,0.052,0.0,June,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,9.0,337.0,0.0,0.022,51.8,Sep,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,True
6.0,64.0,0,0.0,67.0,1094.0,0.0,0.003,0.0,Nov,Windows,Google Chrome,Africa,Direct Traffic,Returning_Visitor,True,False
0.0,0.0,1,36.0,18.0,348.0,0.0,0.036,0.0,Mar,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
4.0,103.2,0,0.0,91.0,1938.0,0.0116,0.015,0.0,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,5.0,50.0,0.125,0.14,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
1.0,37.0,0,0.0,2.0,634.0,0.0,0.037,0.0,Nov,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,True,True
0.0,0.0,0,0.0,50.0,1725.0,0.0048,0.032,0.0,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,18.0,413.0,0.0,0.031,0.0,Dec,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,1,0.0,,268.0,0.0,0.048,0.0,May,MACOS,Safari,Southern Africa,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,2.0,110.0,0.1,0.15,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,44.0,648.0,0.0048,0.039,21.6,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,8.0,166.0,0.1,0.14,0.0,Aug,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,337.0,0.0,0.025,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,8.0,552.0,0.0,0.033,0.0,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,7.0,146.0,0.04,0.08,0.0,May,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,True,False
4.0,123.6666667,1,0.0,94.0,3566.0,0.0023,0.014,17.7,June,Windows,Mozilla Firefox,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,1,24.0,22.0,917.0,0.0436,0.053,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
1.0,58.7,2,76.5,33.0,1000.0,0.0045,0.019,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,3,37.0,,342.0,0.0256,0.033,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,True,False
1.0,54.5,0,0.0,21.0,844.0,0.0223,0.039,0.0,Nov,Windows,Google Chrome,North America,Youtube channel,New_Visitor,True,False
10.0,719.6666667,0,0.0,25.0,953.0,0.0077,0.015,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
1.0,152.0,0,0.0,13.0,796.0,0.0,0.027,26.2,Nov,MACOS,Samsung Internet,North America,Twitter,Returning_Visitor,False,True
2.0,115.0333333,0,0.0,23.0,581.0,0.0,0.01,47.1,Sep,iOS,Microsoft Edge,Oceania,Facebook ads,Returning_Visitor,False,True
,16.66666667,0,0.0,14.0,208.0,0.0238,0.018,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
3.0,791.4,0,0.0,12.0,,0.0,0.019,0.0,Aug,Android,Google Chrome,Asia,Instagram Page,Returning_Visitor,False,False
2.0,31.0,0,0.0,49.0,3300.0,0.0119,0.043,7.9,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
2.0,44.5,0,0.0,26.0,552.0,0.012,0.054,0.0,Mar,Android,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
2.0,75.8,3,161.4,100.0,2941.0,0.0056,0.038,0.0,Sep,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,17.0,472.0,0.0067,0.03,9.5,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,True
5.0,,0,0.0,34.0,1586.0,0.0,0.005,27.3,Mar,Windows,Google Chrome,North America,Affiliate marketing,New_Visitor,True,True
0.0,0.0,0,0.0,19.0,484.0,0.0,0.038,0.0,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,40.0,865.0,0.0,0.023,0.0,Nov,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
1.0,19.345,0,0.0,6.0,86.0,0.0,0.013,0.0,Oct,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,False
0.0,0.0,0,0.0,74.0,3887.0,0.0009,0.026,0.0,Jul,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
5.0,,0,0.0,11.0,215.0,0.0,0.004,0.0,Dec,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
3.0,127.3,0,0.0,144.0,4560.0,0.0047,0.03,0.0,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,,0,0.0,1.0,0.0,0.2,0.2,0.0,Feb,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,15.0,339.0,0.0,0.016,38.2,May,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,False,True
0.0,0.0,0,0.0,2.0,104.0,0.15,0.156,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,0.0,0.2,0.2,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9.0,137.2,0,0.0,,1628.0,0.0569,0.055,65.7,Sep,Windows,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,False,False
,0.0,0,,1.0,0.0,0.2,0.2,0.0,May,Android,Android,Western Europe,Instagram ads,Returning_Visitor,False,False
9.0,357.06,3,146.0,164.0,9885.0,0.0165,0.03,1.6,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,True
7.0,413.375,0,0.0,131.0,4376.0,0.0056,0.027,2.9,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
2.0,8.0,0,0.0,18.0,636.0,0.0,0.001,73.9,Dec,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,True
12.0,,0,0.0,132.0,4945.0,0.0116,0.023,2.2,Sep,iOS,Opera,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,17.0,218.0,0.0226,0.033,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
1.0,433.0,3,99.6666667,22.0,567.0,0.0108,0.035,0.0,Nov,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
5.0,219.0456856,0,0.0,67.0,608.0,0.0,0.006,0.0,June,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
3.0,86.0,1,160.95,61.0,3602.0,0.0023,0.014,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,18.0,657.0,0.0,0.03,10.6,Oct,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
,12.33333333,0,0.0,13.0,135.0,0.0343,0.056,0.0,May,MACOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,6.0,69.0,0.0,0.064,0.0,Mar,Windows,Microsoft Edge,Asia,Google search,Returning_Visitor,False,False
2.0,57.0,3,410.0,24.0,789.0,0.0326,0.056,0.0,May,Windows,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
11.0,,7,,102.0,3334.0,0.0046,0.017,21.4,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Other,False,False
3.0,,2,51.0,26.0,400.0,0.0,0.005,20.9,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,4.0,177.0,0.0667,0.133,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.0,36.33333333,0,0.0,29.0,826.0,0.0072,0.021,0.0,Mar,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
3.0,158.25,0,0.0,11.0,385.0,0.0,0.008,40.9,Dec,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,True
3.0,47.0,0,0.0,2.0,8.0,0.05,0.121,0.0,Sep,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,16.0,892.0,0.0227,0.072,0.0,Dec,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,True,False
4.0,90.0,0,0.0,94.0,1736.0,0.0038,0.015,10.6,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1.0,62.5,0,0.0,12.0,508.0,0.0,0.012,0.0,Dec,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,48.0,1579.0,0.0306,0.062,0.0,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,94.0,0.0667,0.133,0.0,Aug,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,95.0,0.0667,0.1,0.0,Dec,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
12.0,315.295604,0,0.0,168.0,8588.0,0.0064,0.016,0.6,Dec,MACOS,Safari,Southern Africa,Google search,Returning_Visitor,False,False
7.0,52.0,0,0.0,,2273.0,0.0,0.005,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10.0,167.6666667,0,0.0,24.0,372.0,0.0091,0.022,0.0,Dec,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,27.0,594.0,0.0021,0.011,0.0,May,Android,Google Chrome,North America,Twitter,Returning_Visitor,True,False
0.0,0.0,0,0.0,2.0,1.0,0.0,0.1,0.0,June,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
4.0,71.25,2,106.75,20.0,876.0,0.0,0.004,0.0,Oct,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
6.0,257.0,2,68.5,88.0,2640.0,0.0047,0.003,27.6,May,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,True
5.0,176.855,0,0.0,23.0,561.0,0.0082,0.019,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,,0,0.0,3.0,62.0,0.0,0.067,0.0,Nov,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,False,False
